City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Laguna,US,2021-05-27 02:55:37,38.421,-121.4238,84.7,31,20,7.0
294,Nanae,JP,2021-05-27 02:55:38,41.8833,140.6833,62.83,63,75,7.27
295,Puerto Leguizamo,CO,2021-05-27 02:55:38,-0.1934,-74.7819,70.75,99,100,1.66
296,Karratha,AU,2021-05-27 02:55:39,-20.7377,116.8463,79.38,46,89,21.74
297,Qinhuangdao,CN,2021-05-27 02:55:39,39.9317,119.5883,76.75,30,34,9.15
298,Vila,PT,2021-05-27 02:55:39,42.0304,-8.1588,51.33,86,86,3.47
299,Nuevo Progreso,MX,2021-05-27 02:55:40,23.1667,-97.95,81.59,72,0,1.01
300,Tias,ES,2021-05-27 02:55:40,28.9611,-13.645,62.35,72,20,6.91
301,Chimbarongo,CL,2021-05-27 02:55:41,-34.7,-71.05,51.73,75,9,2.86
302,Seoni,IN,2021-05-27 02:55:41,22.0833,79.5333,93.31,24,92,15.7
303,Kyra,RU,2021-05-27 02:55:42,49.5776,111.9753,52.54,51,94,15.01
304,Mulchen,CL,2021-05-27 02:55:42,-37.7167,-72.2333,53.26,96,100,2.77
305,Lyaskelya,RU,2021-05-27 02:55:43,61.7667,31.0167,43.25,96,100,5.7
306,Luis Correia,BR,2021-05-27 02:55:43,-2.8792,-41.6669,76.51,83,45,8.5
307,Nueva Guinea,NI,2021-05-27 02:55:44,11.6876,-84.4562,73.42,97,100,6.87
308,Ilulissat,GL,2021-05-27 02:55:44,69.2167,-51.1,48.33,48,100,21.43
309,San Policarpo,PH,2021-05-27 02:55:44,12.1791,125.5072,85.12,72,100,7.49
310,Luangwa,ZM,2021-05-27 02:55:45,-15.6167,30.4167,53.01,89,0,1.77
311,Badarwas,IN,2021-05-27 02:55:45,24.9667,77.5667,93.7,19,69,5.82
312,Celestun,MX,2021-05-27 02:55:46,20.8667,-90.4,80.37,76,92,16.71
313,Dudinka,RU,2021-05-27 02:54:27,69.4058,86.1778,22.8,93,90,2.57
314,Ouadda,CF,2021-05-27 02:55:47,8.0777,22.4007,68.9,88,100,7.05
315,Saldanha,ZA,2021-05-27 02:55:47,-33.0117,17.9442,53.65,85,100,1.28
316,Lavrentiya,RU,2021-05-27 02:55:48,65.5833,-171.0,37.98,72,25,14.43
317,Dukat,RU,2021-05-27 02:55:48,62.55,155.55,39.88,72,100,11.3
318,Ravar,IR,2021-05-27 02:55:49,31.2656,56.8055,78.35,21,0,7.56
319,Balatero,PH,2021-05-27 02:55:49,13.5021,120.9244,86.5,68,37,12.1
320,Talnakh,RU,2021-05-27 02:55:50,69.4865,88.3972,25.61,85,54,3.51
321,Yambio,SS,2021-05-27 02:54:14,4.5721,28.3955,67.46,99,100,4.52
322,Alofi,NU,2021-05-27 02:55:51,-19.0595,-169.9187,76.89,88,11,3.44
323,Inhambane,MZ,2021-05-27 02:55:51,-23.865,35.3833,62.4,84,0,4.03
324,Skibbereen,IE,2021-05-27 02:55:52,51.55,-9.2667,48.0,95,100,11.14
325,Chimore,BO,2021-05-27 02:55:52,-16.9833,-65.1333,69.66,85,98,2.21
326,Harlingen,US,2021-05-27 02:54:00,26.1906,-97.6961,82.35,70,1,12.15
327,Wanning,CN,2021-05-27 02:55:53,18.8003,110.3967,86.95,73,53,9.82
328,Manaure,CO,2021-05-27 02:55:53,11.7751,-72.4445,80.13,77,25,15.75
329,Tete,MZ,2021-05-27 02:55:36,-16.1564,33.5867,51.89,82,0,0.0
330,Awbari,LY,2021-05-27 02:55:54,26.5921,12.7805,80.98,16,0,7.47
331,Xiuyan,CN,2021-05-27 02:55:54,40.2928,123.2744,71.44,31,2,8.25
332,Coihaique,CL,2021-05-27 02:55:55,-45.5752,-72.0662,44.55,93,75,3.44
333,Wajima,JP,2021-05-27 02:55:55,37.4,136.9,59.68,88,90,10.67
334,Westport,US,2021-05-27 02:55:56,41.1415,-73.3579,72.86,86,100,1.01
335,Crossville,US,2021-05-27 02:55:56,35.949,-85.0269,71.06,86,98,4.81
336,Saint Augustine,US,2021-05-27 02:51:22,29.8947,-81.3145,77.25,86,1,11.5
337,Polovinnoye,RU,2021-05-27 02:55:57,54.7914,65.9864,56.23,61,4,14.38
338,Sao Bras De Alportel,PT,2021-05-27 02:55:57,37.1531,-7.8875,61.48,82,0,4.18
339,Guhagar,IN,2021-05-27 02:55:58,17.4842,73.1929,83.7,68,100,7.27
340,Fortuna,US,2021-05-27 02:55:58,40.5982,-124.1573,56.66,69,1,4.0
341,Vao,NC,2021-05-27 02:55:58,-22.6667,167.4833,71.67,72,5,10.49
342,Homer,US,2021-05-27 02:55:59,59.6425,-151.5483,65.08,60,4,11.99
343,Adrar,MR,2021-05-27 02:55:59,20.5022,-10.0711,83.68,25,0,12.5
344,North Bay,CA,2021-05-27 02:56:00,46.3168,-79.4663,53.62,66,40,18.41
345,Castelo Do Piaui,BR,2021-05-27 02:56:00,-5.3222,-41.5525,71.67,58,30,4.03
346,Yangjiang,CN,2021-05-27 02:56:01,21.85,111.9667,88.12,67,76,9.04
347,Hammerfest,NO,2021-05-27 02:56:01,70.6634,23.6821,38.98,76,95,5.5
348,Tiarei,PF,2021-05-27 02:56:01,-17.5333,-149.3333,78.82,73,43,7.2
349,Gat,IL,2021-05-27 02:56:02,31.61,34.7642,71.4,60,0,1.34
350,Chakrata,IN,2021-05-27 02:56:02,30.7,77.85,70.77,24,0,1.99
351,Vinh Long,VN,2021-05-27 02:56:03,10.25,105.9667,78.78,81,100,9.64
352,Rosario Oeste,BR,2021-05-27 02:56:03,-14.8361,-56.4275,75.69,64,63,0.81
353,Bodden Town,KY,2021-05-27 02:56:04,19.2833,-81.25,80.92,66,20,1.01
354,Tucuma,BR,2021-05-27 02:56:04,-0.1833,-50.05,76.03,91,77,4.92
355,Gushikawa,JP,2021-05-27 02:56:04,26.3544,127.8686,85.23,81,73,20.33
356,Hofn,IS,2021-05-27 02:56:05,64.2539,-15.2082,42.35,80,85,3.71
357,Varzea Grande,BR,2021-05-27 02:56:05,-15.6467,-56.1325,76.87,78,0,3.44
358,Bathsheba,BB,2021-05-27 02:56:06,13.2167,-59.5167,81.21,69,20,16.28
359,Payakumbuh,ID,2021-05-27 02:56:06,-0.2202,100.6308,80.87,72,95,3.62
360,Sala,MA,2021-05-27 02:56:07,34.0389,-6.8166,68.63,88,75,0.0
361,Jaboatao,BR,2021-05-27 02:56:07,-8.1803,-35.0014,76.39,73,75,7.31
362,Deneysville,ZA,2021-05-27 02:56:07,-26.8908,28.0971,45.82,45,0,3.71
363,Takayama,JP,2021-05-27 02:56:08,36.1333,137.25,54.19,98,100,1.66
364,Bajil,YE,2021-05-27 02:56:08,15.0584,43.2851,85.41,58,78,3.67
365,Hervey Bay,AU,2021-05-27 02:56:09,-25.2986,152.8535,78.03,54,4,4.0
366,Evensk,RU,2021-05-27 02:56:09,61.95,159.2333,41.5,90,100,15.86
367,Richards Bay,ZA,2021-05-27 02:56:09,-28.783,32.0377,62.74,92,30,4.79
368,Port Lincoln,AU,2021-05-27 02:56:10,-34.7333,135.8667,61.27,62,98,7.72
369,Bubaque,GW,2021-05-27 02:56:10,11.2833,-15.8333,77.61,77,79,12.55
370,Bethel,US,2021-05-27 02:56:10,41.3712,-73.414,71.29,84,100,1.01
371,Canto Do Buriti,BR,2021-05-27 02:56:11,-8.11,-42.9444,72.01,54,1,4.68
372,Alice Springs,AU,2021-05-27 02:56:11,-23.7,133.8833,58.55,41,1,19.62
373,Trincomalee,LK,2021-05-27 02:56:11,8.5711,81.2335,81.95,76,100,24.29
374,Dezful,IR,2021-05-27 02:56:11,32.3811,48.4058,85.75,19,0,3.67
375,Nieuw Amsterdam,SR,2021-05-27 02:56:12,5.8833,-55.0833,77.16,95,100,8.08
376,Fort Nelson,CA,2021-05-27 02:56:12,58.8053,-122.7002,49.59,66,90,10.36
377,Tura,IN,2021-05-27 02:56:12,25.5198,90.2201,75.49,79,100,5.73
378,Pangnirtung,CA,2021-05-27 02:56:13,66.1451,-65.7125,21.24,88,100,5.53
379,Constanta,RO,2021-05-27 02:54:04,44.1833,28.65,56.08,83,87,5.88
380,Caravelas,BR,2021-05-27 02:56:13,-17.7125,-39.2481,71.83,96,22,4.29
381,Dingle,PH,2021-05-27 02:56:13,10.9995,122.6711,89.92,58,56,5.55
382,Ajdabiya,LY,2021-05-27 02:56:14,30.7554,20.2263,71.17,47,15,9.89
383,Tromso,NO,2021-05-27 02:56:14,69.6496,18.957,40.37,81,20,0.0
384,Salalah,OM,2021-05-27 02:56:14,17.0151,54.0924,78.35,79,68,4.56
385,Taltal,CL,2021-05-27 02:56:15,-25.4,-70.4833,65.61,66,95,2.62
386,Atar,MR,2021-05-27 02:56:15,20.5169,-13.0499,81.97,21,2,8.68
387,Assiniboia,CA,2021-05-27 02:56:15,49.6334,-105.9845,46.22,53,100,7.29
388,Magugu,TZ,2021-05-27 02:56:15,-4.0167,35.7667,57.76,90,38,3.11
389,Moree,AU,2021-05-27 02:56:16,-29.4667,149.85,60.82,41,0,17.27
390,Winslow,US,2021-05-27 02:56:16,35.0242,-110.6974,71.96,10,71,13.2
391,Arnes,NO,2021-05-27 02:56:16,60.1211,11.4663,47.01,83,95,5.95
392,Vredefort,ZA,2021-05-27 02:56:17,-27.0081,27.3646,46.92,58,2,3.04
393,Linxia,CN,2021-05-27 02:56:17,35.6003,103.2064,68.79,31,38,3.13
394,Rodrigues Alves,BR,2021-05-27 02:56:17,-7.738,-72.6509,73.24,88,90,1.25
395,Samarai,PG,2021-05-27 02:56:18,-10.6167,150.6667,81.18,65,73,14.92
396,Rawson,AR,2021-05-27 02:56:18,-43.3002,-65.1023,51.71,60,100,12.19
397,Sola,VU,2021-05-27 02:56:18,-13.8833,167.55,77.31,64,98,14.97
398,Litovko,RU,2021-05-27 02:56:19,49.2361,135.1742,57.51,54,15,6.69
399,Ikom,NG,2021-05-27 02:56:19,5.9667,8.7063,73.85,99,100,1.45
400,Shaunavon,CA,2021-05-27 02:56:19,49.6501,-108.4181,47.98,70,94,8.5
401,Abu Samrah,SY,2021-05-27 02:56:20,35.3029,37.1841,69.98,38,0,5.64
402,Oxbow,CA,2021-05-27 02:55:26,49.2333,-102.1676,48.15,55,100,7.92
403,Tarakan,ID,2021-05-27 02:56:20,3.3,117.6333,87.3,79,40,4.61
404,Derac,HT,2021-05-27 02:56:21,19.65,-71.8167,77.74,85,91,6.13
405,Ozernovskiy,RU,2021-05-27 02:56:21,51.5,156.5167,39.76,89,100,6.22
406,Nemuro,JP,2021-05-27 02:56:22,43.3236,145.575,66.63,79,36,8.61
407,Severo-Yeniseyskiy,RU,2021-05-27 02:56:22,60.3725,93.0408,44.91,47,100,8.21
408,Hualmay,PE,2021-05-27 02:56:22,-11.0964,-77.6139,66.13,90,44,3.4
409,Sterling,US,2021-05-27 02:56:22,39.0062,-77.4286,71.33,95,39,7.31
410,Manthani,IN,2021-05-27 02:56:23,18.65,79.6667,96.69,27,100,16.75
411,Sirohi,IN,2021-05-27 02:53:09,24.8833,72.8667,86.04,64,7,9.73
412,Akyab,MM,2021-05-27 02:56:01,20.15,92.9,84.56,76,97,17.27
413,Akhmim,EG,2021-05-27 02:56:23,26.5622,31.745,77.2,25,0,7.49
414,Tonekabon,IR,2021-05-27 02:56:24,36.8163,50.8738,66.15,92,91,3.69
415,Ashoknagar,IN,2021-05-27 02:56:24,24.5667,77.7167,93.49,23,22,8.55
416,Tripoli,LY,2021-05-27 02:56:25,32.8752,13.1875,70.14,59,94,8.93
417,Laramie,US,2021-05-27 02:56:25,41.3114,-105.5911,57.29,56,78,18.79
418,Alta Floresta,BR,2021-05-27 02:56:25,-9.8756,-56.0861,71.76,69,7,1.99
419,Green Valley,US,2021-05-27 02:56:26,31.8543,-110.9937,87.03,15,100,10.49
420,Tatarka,RU,2021-05-27 02:56:26,44.9589,41.9517,60.62,79,100,3.44
421,Port Hardy,CA,2021-05-27 02:56:27,50.6996,-127.4199,48.38,87,90,13.8
422,Eyl,SO,2021-05-27 02:56:27,7.9803,49.8164,78.4,69,31,16.4
423,Nakamura,JP,2021-05-27 02:56:27,32.9833,132.9333,63.81,99,100,2.84
424,Angra Dos Reis,BR,2021-05-27 02:53:43,-23.0067,-44.3181,69.76,85,32,4.7
425,Kapit,MY,2021-05-27 02:56:28,2.0167,112.9333,90.7,56,29,2.59
426,Kahului,US,2021-05-27 02:56:28,20.8947,-156.47,79.86,83,45,8.99
427,Sinnar,SD,2021-05-27 02:56:28,13.5691,33.5672,91.58,11,98,8.9
428,Teacapan,MX,2021-05-27 02:56:29,22.55,-105.75,78.48,70,26,5.91
429,Tlachichuca,MX,2021-05-27 02:56:29,19.1,-97.4167,54.16,82,95,5.32
430,Kinsale,IE,2021-05-27 02:56:29,51.7075,-8.5306,49.23,100,75,8.28
431,Kirakira,SB,2021-05-27 02:56:30,-10.4544,161.9205,81.86,65,97,12.39
432,Labrea,BR,2021-05-27 02:56:30,-7.2586,-64.7981,78.62,75,98,1.39
433,Rabaul,PG,2021-05-27 02:56:30,-4.1967,152.1721,77.58,88,100,5.08
434,Lata,PT,2021-05-27 02:56:30,40.1629,-8.3327,58.71,86,83,0.94
435,Mao,ES,2021-05-27 02:56:31,39.8885,4.2658,55.96,88,0,4.61
436,Bambanglipuro,ID,2021-05-27 02:56:31,-7.95,110.2833,86.92,60,57,7.05
437,Wadi Maliz,TN,2021-05-27 02:56:31,36.4681,8.5495,58.66,75,96,6.44
438,Tatvan,TR,2021-05-27 02:56:32,38.5067,42.2817,55.09,49,0,2.35
439,Seoni Malwa,IN,2021-05-27 02:56:32,22.45,77.4667,92.1,42,67,15.17
440,Pemangkat,ID,2021-05-27 02:56:32,1.1667,108.9667,86.92,61,48,2.46
441,Barcelos,PT,2021-05-27 02:56:32,41.5388,-8.6151,61.92,78,88,2.21
442,Abadiania,BR,2021-05-27 02:56:33,-16.2042,-48.7069,70.72,66,6,2.44
443,Marondera,ZW,2021-05-27 02:56:33,-18.1853,31.5519,41.25,66,0,0.72
444,Isla Vista,US,2021-05-27 02:56:34,34.4133,-119.861,68.25,61,1,5.3
445,Petropavlovsk-Kamchatskiy,RU,2021-05-27 02:56:34,53.0452,158.6483,43.39,81,75,2.68
446,Rumoi,JP,2021-05-27 02:56:35,43.9344,141.6428,59.86,57,98,4.54
447,Hamburg,DE,2021-05-27 02:53:54,53.55,10.0,50.29,91,75,13.8
448,Bandarbeyla,SO,2021-05-27 02:56:35,9.4942,50.8122,79.43,71,76,17.87
449,Bucerias,MX,2021-05-27 02:56:36,20.75,-105.3333,80.98,78,1,3.27
450,Tongliao,CN,2021-05-27 02:56:36,43.6125,122.2653,71.01,22,4,7.45
451,Okoneshnikovo,RU,2021-05-27 02:56:37,54.8377,75.0834,58.66,57,9,20.51
452,Maputo,MZ,2021-05-27 02:56:37,-25.9653,32.5892,61.23,84,0,1.14
453,Rio Grande,BR,2021-05-27 02:53:29,-32.035,-52.0986,55.78,77,67,10.31
454,Saint George,US,2021-05-27 02:56:38,37.1041,-113.5841,84.67,14,89,3.58
455,Lipin Bor,RU,2021-05-27 02:56:38,60.2622,37.9763,45.72,98,100,3.27
456,Shimoda,JP,2021-05-27 02:56:39,34.6667,138.95,63.1,96,100,12.35
457,Chai Badan,TH,2021-05-27 02:56:39,15.2,101.1333,91.76,76,99,2.53
458,Sao Filipe,CV,2021-05-27 02:56:40,14.8961,-24.4956,73.8,75,0,11.34
459,Russell,US,2021-05-27 02:56:40,32.3502,-85.1999,74.16,62,28,2.59
460,Tiangua,BR,2021-05-27 02:56:41,-3.7322,-40.9917,67.98,63,22,3.83
461,Sinjar,IQ,2021-05-27 02:56:41,36.3209,41.8754,77.49,23,0,3.83
462,Pando,UY,2021-05-27 02:56:41,-34.7167,-55.95,57.97,76,0,9.6
463,Marzuq,YE,2021-05-27 02:56:42,14.4,46.4667,72.82,62,93,5.82
464,Lumeje,AO,2021-05-27 02:56:42,-11.55,20.7833,52.68,61,0,5.12
465,San Felipe,VE,2021-05-27 02:56:43,10.3399,-68.7425,72.43,96,80,3.02
466,Gryazovets,RU,2021-05-27 02:56:43,58.88,40.2525,48.92,95,100,8.77
467,Hellin,ES,2021-05-27 02:56:44,38.5106,-1.701,55.18,75,100,2.21
468,Guebwiller,FR,2021-05-27 02:56:45,47.9167,7.2,50.36,94,100,1.23
469,Ndele,CF,2021-05-27 02:56:45,8.4109,20.6473,73.74,78,100,4.65
470,Vestmannaeyjar,IS,2021-05-27 02:56:45,63.4427,-20.2734,43.95,80,28,22.93
471,Tilichiki,RU,2021-05-27 02:56:46,60.4667,166.1,37.2,96,100,4.88
472,Newport,GB,2021-05-27 02:53:10,51.5877,-2.9984,48.63,89,2,2.8
473,Manuk Mangkaw,PH,2021-05-27 02:56:47,4.8,119.85,83.79,69,80,2.62
474,Iquitos,PE,2021-05-27 02:56:47,-3.7481,-73.2472,75.24,94,75,0.0
475,Centenario Do Sul,BR,2021-05-27 02:56:48,-22.8211,-51.5953,63.48,60,76,3.38
476,Kualakapuas,ID,2021-05-27 02:56:48,-3.0091,114.3876,89.76,52,8,4.12
477,Clyde River,CA,2021-05-27 02:56:49,70.4692,-68.5914,20.03,86,24,8.43
478,Middelburg,ZA,2021-05-27 02:56:49,-25.7751,29.4648,46.87,39,42,3.69
479,Hilpoltstein,DE,2021-05-27 02:56:50,49.19,11.1886,47.5,93,100,6.55
480,Ban Nahin,LA,2021-05-27 02:56:50,18.2418,104.2122,92.98,52,97,1.45
481,Ferrol,ES,2021-05-27 02:56:51,43.4832,-8.2369,54.68,85,30,3.15
482,Lundazi,ZM,2021-05-27 02:56:51,-12.2929,33.1782,51.12,82,0,5.26
483,Malaryta,BY,2021-05-27 02:56:52,51.7905,24.074,48.81,85,44,7.7
484,San Rafael,AR,2021-05-27 02:56:52,-34.6177,-68.3301,56.21,36,28,1.28
485,Aykhal,RU,2021-05-27 02:56:53,66.0,111.5,54.09,45,100,8.5
486,Tatawin,TN,2021-05-27 02:56:53,32.9297,10.4518,68.88,49,88,4.32
487,Biltine,TD,2021-05-27 02:56:53,14.5333,20.9167,83.59,31,97,3.38
488,Kavaratti,IN,2021-05-27 02:56:54,10.5669,72.642,83.43,74,100,14.74
489,Kharan,PK,2021-05-27 02:56:54,28.5833,65.4167,92.16,7,0,2.46
490,Plettenberg Bay,ZA,2021-05-27 02:56:55,-34.0527,23.3716,57.97,68,100,3.42
491,Fare,PF,2021-05-27 02:56:55,-16.7,-151.0167,80.82,70,22,10.67
492,Guaymas,MX,2021-05-27 02:56:56,27.9333,-110.9,83.88,36,96,3.09
493,Caningay,PH,2021-05-27 02:56:56,9.8297,122.6442,84.81,69,72,1.61
494,Carahue,CL,2021-05-27 02:56:57,-38.7,-73.1667,57.4,95,100,3.94
495,Lahat,ID,2021-05-27 02:56:57,-3.8,103.5333,86.11,64,100,3.27
496,Pocatello,US,2021-05-27 02:54:46,42.8713,-112.4455,56.71,54,3,5.97
497,Raudeberg,NO,2021-05-27 02:56:58,61.9875,5.1352,48.87,82,0,17.29
498,Amfissa,GR,2021-05-27 02:56:58,38.525,22.3731,66.49,61,0,6.08
499,Pathein,MM,2021-05-27 02:56:59,16.7833,94.7333,87.51,66,91,6.29
500,Namibe,AO,2021-05-27 02:56:59,-15.1961,12.1522,72.86,61,0,3.56
501,Eenhana,NA,2021-05-27 02:56:59,-17.4667,16.3333,53.35,54,0,7.76
502,Tampilisan,PH,2021-05-27 02:57:00,8.0167,122.6833,84.13,73,98,4.94
503,High Rock,BS,2021-05-27 02:57:00,26.6208,-78.2833,73.42,77,7,11.12
504,Mehrabpur,PK,2021-05-27 02:57:01,28.1085,68.0254,100.13,10,0,2.44
505,Yulara,AU,2021-05-27 02:57:01,-25.2406,130.9889,58.84,44,100,19.57
506,Zhangye,CN,2021-05-27 02:57:01,38.9342,100.4517,75.88,13,68,7.56
507,Agirish,RU,2021-05-27 02:57:02,61.9247,63.0231,41.52,53,20,9.64
508,Sorong,ID,2021-05-27 02:57:03,-0.8833,131.25,85.3,71,100,8.34
509,Novyy Urengoy,RU,2021-05-27 02:57:03,66.0833,76.6333,37.18,53,30,12.26
510,Mayo,US,2021-05-27 02:57:03,38.8876,-76.5119,72.01,94,43,1.01
511,La Ronge,CA,2021-05-27 02:57:04,55.1001,-105.2842,46.65,42,1,6.91
512,Bonthe,SL,2021-05-27 02:57:04,7.5264,-12.505,79.95,83,100,4.5
513,Yarmouth,US,2021-05-27 02:57:05,41.7057,-70.2286,68.65,81,90,4.0
514,Zyryanka,RU,2021-05-27 02:57:05,65.75,150.85,60.3,37,100,10.54
515,Khandbari,NP,2021-05-27 02:57:06,27.3747,87.2039,70.18,93,100,2.55
516,Jalu,LY,2021-05-27 02:57:06,29.0331,21.5482,75.49,27,0,4.74
517,Matamoros,MX,2021-05-27 02:57:06,25.5333,-103.25,90.1,29,26,25.08
518,Sao Francisco,BR,2021-05-27 02:57:07,-15.9486,-44.8644,77.0,52,88,3.0
519,Pyaozerskiy,RU,2021-05-27 02:57:07,65.8333,31.1667,34.68,72,100,9.42
520,Meulaboh,ID,2021-05-27 02:57:08,4.1363,96.1285,78.4,84,100,8.46
521,Mallaig,CA,2021-05-27 02:57:08,54.2169,-111.3685,59.41,67,99,11.86
522,Vallenar,CL,2021-05-27 02:57:08,-28.5708,-70.7581,68.43,17,1,3.58
523,Borogontsy,RU,2021-05-27 02:57:09,62.6683,131.1683,61.48,43,100,9.08
524,Pfarrkirchen,DE,2021-05-27 02:57:09,48.432,12.9381,51.42,97,100,5.86
525,Fomboni,KM,2021-05-27 02:57:10,-12.28,43.7425,78.84,64,2,17.34
526,Genhe,CN,2021-05-27 02:57:10,50.7833,121.5167,51.84,65,100,2.01
527,Lixourion,GR,2021-05-27 02:57:11,38.2019,20.4314,65.01,83,1,7.67
528,Matara,LK,2021-05-27 02:56:58,5.9485,80.5353,80.83,82,100,19.53
529,Port Blair,IN,2021-05-27 02:57:11,11.6667,92.75,77.04,94,75,5.75
530,Mana,GF,2021-05-27 02:57:12,5.6592,-53.7767,76.69,93,100,8.99
531,Camana,PE,2021-05-27 02:57:12,-16.6228,-72.7111,70.27,70,100,6.08
532,Otane,NZ,2021-05-27 02:57:13,-39.8833,176.6333,58.01,59,57,3.98
533,Luizi-Calugara,RO,2021-05-27 02:57:13,46.5333,26.8333,56.79,94,40,2.3
534,Haines Junction,CA,2021-05-27 02:57:14,60.7522,-137.5108,57.15,33,65,10.36
535,Chulman,RU,2021-05-27 02:57:14,56.8479,124.9104,46.54,75,97,0.63
536,Hambantota,LK,2021-05-27 02:57:14,6.1241,81.1185,80.94,89,40,24.74
537,Bay Roberts,CA,2021-05-27 02:57:15,47.5999,-53.2648,51.55,93,99,5.01
538,Siddapur,IN,2021-05-27 02:57:15,14.3333,74.8833,76.01,80,100,9.17
539,Bukachacha,RU,2021-05-27 02:57:16,52.9833,116.9167,58.62,36,100,4.94
540,General Roca,AR,2021-05-27 02:57:16,-39.0333,-67.5833,64.8,51,100,22.68
541,Faya,SA,2021-05-27 02:57:17,18.3851,42.4509,64.92,35,2,2.91
542,Acapulco,MX,2021-05-27 02:55:18,16.8634,-99.8901,82.0,64,33,5.86
543,Salym,RU,2021-05-27 02:57:17,60.0625,71.4789,41.68,90,100,15.77
544,Uromi,NG,2021-05-27 02:57:18,6.7,6.3333,71.24,99,94,2.73
545,Harnosand,SE,2021-05-27 02:57:18,62.6323,17.9379,48.2,82,100,24.25
546,Beringovskiy,RU,2021-05-27 02:57:19,63.05,179.3167,32.72,97,100,17.11
547,Omsukchan,RU,2021-05-27 02:57:19,62.5333,155.8,42.21,70,100,10.51
548,Santa Rosa,PH,2021-05-27 02:52:58,14.3122,121.1114,92.08,67,84,4.43
549,Moron,AR,2021-05-27 02:57:20,-34.6534,-58.6198,60.91,86,2,1.01
550,Honningsvag,NO,2021-05-27 02:57:20,70.9821,25.9704,39.06,75,99,11.01
551,Manakara,MG,2021-05-27 02:57:21,-22.1333,48.0167,63.84,94,28,4.79
552,Grants,US,2021-05-27 02:57:21,35.1473,-107.8514,68.23,10,1,8.05
553,Jian,CN,2021-05-27 02:57:21,27.1172,114.9793,80.73,79,99,2.77
554,Bac Lieu,VN,2021-05-27 02:57:22,9.285,105.7244,81.97,78,100,10.13
555,Wanlaweyn,SO,2021-05-27 02:57:22,2.6185,44.8938,72.77,90,61,7.58
556,Muros,ES,2021-05-27 02:57:23,42.7762,-9.0603,54.84,76,94,4.7
557,Airai,TL,2021-05-27 02:57:23,-8.9266,125.4092,72.59,56,18,6.02
558,Nabire,ID,2021-05-27 02:57:24,-3.3667,135.4833,86.27,66,41,4.07
559,Ukiah,US,2021-05-27 02:53:28,39.1502,-123.2078,74.03,33,1,10.36
560,Thai Binh,VN,2021-05-27 02:57:24,20.45,106.3333,80.6,61,100,9.82
561,Zary,PL,2021-05-27 02:57:25,51.6421,15.1373,46.92,93,60,4.0
562,Casper,US,2021-05-27 02:57:17,42.8666,-106.3131,56.71,47,51,5.99
563,Villa Carlos Paz,AR,2021-05-27 02:53:57,-31.4241,-64.4978,53.38,80,0,1.99
564,Plavsk,RU,2021-05-27 02:57:26,53.7094,37.2919,58.35,95,91,4.76
565,Nevelsk,RU,2021-05-27 02:57:26,46.6733,141.8633,55.83,64,95,2.62
566,Namatanai,PG,2021-05-27 02:57:26,-3.6667,152.4333,77.36,84,100,4.63
567,Prainha,BR,2021-05-27 02:57:27,-1.8,-53.48,75.51,88,54,2.75
568,Ryotsu,JP,2021-05-27 02:57:27,38.0833,138.4333,62.56,77,100,4.9
569,Cururupu,BR,2021-05-27 02:57:28,-1.8283,-44.8683,74.57,93,72,2.01
570,Hope,US,2021-05-27 02:57:28,33.6671,-93.5916,75.85,67,0,4.81
571,Christchurch,NZ,2021-05-27 02:53:43,-43.5333,172.6333,58.03,74,3,5.99
572,Poum,NC,2021-05-27 02:57:29,-20.2333,164.0167,73.04,57,0,11.41
573,Dicabisagan,PH,2021-05-27 02:57:29,17.0818,122.4157,91.0,60,82,11.39
574,Belance,PH,2021-05-27 02:57:30,16.1833,121.25,90.64,41,45,0.27
575,Bismarck,US,2021-05-27 02:57:30,46.8083,-100.7837,46.44,82,90,4.61
576,Nuuk,GL,2021-05-27 02:57:31,64.1835,-51.7216,38.12,82,68,15.26
577,Dakar,SN,2021-05-27 02:57:07,14.6937,-17.4441,70.68,84,8,13.04
578,Batsfjord,NO,2021-05-27 02:57:31,70.6345,29.7185,37.62,64,100,17.27
579,Tazovskiy,RU,2021-05-27 02:57:32,67.4667,78.7,30.9,75,89,6.51
580,Temirtau,KZ,2021-05-27 02:57:32,50.0544,72.9483,77.25,39,34,12.59
581,Bangassou,CF,2021-05-27 02:57:33,4.7413,22.8184,69.31,99,100,1.86
582,Gorontalo,ID,2021-05-27 02:57:33,0.5412,123.0595,89.31,59,10,6.62
583,Manitouwadge,CA,2021-05-27 02:57:33,49.1215,-85.8403,38.12,61,11,7.45
584,Sisimiut,GL,2021-05-27 02:57:34,66.9395,-53.6735,47.5,45,2,12.39
585,Bowen,AU,2021-05-27 02:57:34,-20.0167,148.2333,80.82,53,6,11.83
586,Korla,CN,2021-05-27 02:57:35,41.7597,86.1469,82.87,11,100,3.38
587,Sombrio,BR,2021-05-27 02:57:35,-29.1139,-49.6167,53.13,81,11,4.72
588,Ixtapa,MX,2021-05-27 02:57:35,20.7,-105.2,80.22,78,2,4.0
589,Buala,SB,2021-05-27 02:57:36,-8.145,159.5921,82.47,76,72,14.23
590,Buenos Aires,AR,2021-05-27 02:54:57,-34.6132,-58.3772,60.91,72,0,5.75
591,Severo-Kurilsk,RU,2021-05-27 02:57:37,50.6789,156.125,39.0,98,100,10.87
